GW1,GW2,GW3,Setor
-86,-71,-86,c2_s1
-91,-70,-88,c2_s1
-91,-70,-86,c2_s1
-89,-70,-89,c2_s1
-89,-71,-91,c2_s1
-89,-71,-89,c2_s1
-88,-70,-89,c2_s1
-88,-70,-88,c2_s1
-88,-71,-90,c2_s1
-88,-71,-89,c2_s1
-88,-71,-88,c2_s1
-83,-71,-88,c2_s1
-90,-71,-86,c2_s1
-90,-69,-89,c2_s1
-88,-71,-89,c2_s1
-88,-70,-86,c2_s1
-88,-71,-89,c2_s1
-91,-70,-87,c2_s1
-87,-70,-89,c2_s1
-88,-70,-87,c2_s1
-88,-70,-88,c2_s1
-87,-73,-89,c2_s1
-88,-71,-89,c2_s1
-88,-70,-91,c2_s1
-88,-70,-88,c2_s1
-88,-70,-89,c2_s1
-88,-70,-90,c2_s1
-87,-70,-89,c2_s1
-89,-71,-89,c2_s1
-88,-69,-89,c2_s1
-88,-70,-88,c2_s1
-89,-70,-89,c2_s1
-86,-70,-88,c2_s1
-88,-70,-91,c2_s1
-60,-81,-84,c2_s1
-61,-81,-86,c2_s1
-61,-81,-84,c2_s1
-60,-81,-84,c2_s1
-60,-81,-84,c2_s1
-60,-82,-85,c2_s1
-60,-82,-79,c2_s1
-60,-81,-84,c2_s1
-60,-81,-86,c2_s1
-61,-82,-85,c2_s1
-60,-81,-84,c2_s1
-60,-81,-85,c2_s1
-60,-82,-85,c2_s1
-61,-82,-86,c2_s1
-60,-81,-85,c2_s1
-61,-81,-85,c2_s1
-61,-81,-85,c2_s1
-60,-80,-84,c2_s1
-61,-81,-85,c2_s1
-60,-81,-85,c2_s1
-61,-82,-84,c2_s1
-61,-82,-85,c2_s1
-61,-81,-84,c2_s1
-60,-80,-84,c2_s1
-60,-81,-85,c2_s1
-60,-81,-85,c2_s1
-60,-80,-84,c2_s1
-60,-81,-85,c2_s1
-60,-81,-84,c2_s1
-60,-81,-85,c2_s1
-61,-81,-87,c2_s1
-60,-81,-85,c2_s1
-61,-80,-84,c2_s1
-60,-81,-85,c2_s1
-61,-80,-86,c2_s1
-60,-80,-85,c2_s1
-60,-81,-84,c2_s1
-60,-81,-84,c2_s1
-60,-80,-83,c2_s1
-60,-80,-84,c2_s1
-61,-81,-85,c2_s1
-61,-81,-85,c2_s1
-60,-81,-84,c2_s1
-60,-81,-85,c2_s1
-61,-82,-84,c2_s1
-61,-81,-86,c2_s1
-61,-81,-85,c2_s1
-60,-81,-87,c2_s1
-60,-81,-85,c2_s1
-61,-82,-84,c2_s1
-60,-81,-86,c2_s1
-60,-81,-85,c2_s1
-61,-81,-86,c2_s1
-61,-80,-85,c2_s1
-60,-82,-85,c2_s1
-60,-82,-84,c2_s1
-60,-82,-85,c2_s1
-61,-80,-85,c2_s1
-61,-81,-85,c2_s1
-61,-81,-84,c2_s1
-61,-81,-84,c2_s1
-61,-82,-85,c2_s1
-61,-80,-86,c2_s1
-60,-81,-85,c2_s1
-61,-81,-85,c2_s1
-61,-81,-85,c2_s1
-60,-81,-85,c2_s1
-60,-81,-87,c2_s1
-61,-81,-85,c2_s1
-61,-81,-85,c2_s1
-60,-81,-84,c2_s1
-60,-80,-85,c2_s1
-60,-81,-85,c2_s1
-60,-81,-86,c2_s1
-60,-81,-84,c2_s1
-60,-81,-85,c2_s1
-61,-81,-88,c2_s1
-61,-81,-84,c2_s1
-60,-81,-85,c2_s1
-61,-81,-83,c2_s1
-60,-81,-84,c2_s1
-60,-81,-79,c2_s1
-61,-81,-84,c2_s1
-60,-82,-84,c2_s1
-60,-80,-84,c2_s1
-60,-81,-84,c2_s1
-61,-81,-85,c2_s1
-61,-81,-84,c2_s1
-61,-81,-86,c2_s1
-60,-80,-85,c2_s1
-60,-81,-84,c2_s1
-60,-81,-85,c2_s1
-60,-81,-85,c2_s1
-60,-82,-84,c2_s1
-61,-81,-83,c2_s1
-60,-81,-86,c2_s1
-60,-81,-85,c2_s1
-61,-81,-85,c2_s1
-61,-82,-85,c2_s1
-60,-80,-84,c2_s1
-76,-76,-91,c2_s1
-81,-75,-91,c2_s1
-79,-76,-91,c2_s1
-81,-76,-84,c2_s1
-76,-75,-93,c2_s1
-81,-77,-89,c2_s1
-77,-76,-91,c2_s1
-76,-76,-92,c2_s1
-76,-76,-89,c2_s1
-77,-75,-92,c2_s1
-80,-76,-92,c2_s1
-81,-76,-90,c2_s1
-77,-76,-93,c2_s1
-81,-76,-92,c2_s1
-77,-76,-89,c2_s1
-81,-80,-93,c2_s1
-76,-76,-91,c2_s1
-77,-76,-90,c2_s1
-76,-82,-91,c2_s1
-81,-76,-89,c2_s1
-81,-75,-91,c2_s1
-77,-76,-90,c2_s1
-79,-87,-91,c2_s1
-80,-76,-92,c2_s1
-79,-76,-92,c2_s1
-76,-84,-91,c2_s1
-81,-76,-91,c2_s1
-81,-76,-91,c2_s1
-76,-75,-91,c2_s1
-80,-76,-90,c2_s1
-81,-77,-92,c2_s1
-75,-76,-92,c2_s1
-81,-76,-91,c2_s1
-81,-76,-91,c2_s1
-77,-76,-91,c2_s1
-80,-75,-91,c2_s1
-76,-76,-91,c2_s1
-81,-76,-92,c2_s1
-80,-76,-91,c2_s1
-76,-75,-90,c2_s1
-76,-76,-93,c2_s1
-77,-76,-93,c2_s1
-80,-76,-89,c2_s1
-76,-76,-91,c2_s1
-79,-76,-86,c2_s1
-77,-76,-91,c2_s1
-81,-76,-94,c2_s1
-77,-76,-91,c2_s1
-77,-76,-91,c2_s1
-78,-76,-93,c2_s1
-81,-76,-92,c2_s1
-76,-76,-92,c2_s1
-79,-77,-92,c2_s1
-76,-76,-91,c2_s1
-81,-76,-93,c2_s1
-81,-76,-91,c2_s1
-77,-75,-91,c2_s1
-79,-75,-91,c2_s1
-81,-76,-95,c2_s1
-81,-76,-92,c2_s1
-77,-76,-94,c2_s1
-76,-76,-92,c2_s1
-81,-76,-91,c2_s1
-81,-75,-94,c2_s1
-81,-76,-91,c2_s1
-76,-76,-91,c2_s1
-81,-76,-91,c2_s1
-76,-76,-90,c2_s1
-81,-75,-91,c2_s1
-80,-75,-94,c2_s1
-76,-75,-86,c2_s1
-80,-76,-85,c2_s1
-77,-76,-93,c2_s1
-76,-76,-91,c2_s1
-81,-76,-92,c2_s1
-81,-76,-95,c2_s1
-76,-75,-90,c2_s1
-81,-76,-91,c2_s1
-76,-75,-90,c2_s1
-76,-76,-94,c2_s1
-80,-76,-90,c2_s1
-81,-75,-92,c2_s1
-80,-76,-91,c2_s1
-78,-76,-91,c2_s1
-76,-76,-91,c2_s1
-80,-75,-91,c2_s1
-77,-80,-84,c2_s1
-76,-76,-91,c2_s1
-76,-76,-92,c2_s1
-79,-76,-88,c2_s1
-79,-76,-91,c2_s1
-81,-80,-91,c2_s1
-82,-76,-89,c2_s1
-76,-76,-92,c2_s1
-78,-75,-91,c2_s1
-78,-75,-91,c2_s1
-80,-75,-90,c2_s1
-81,-75,-90,c2_s1
-76,-75,-94,c2_s1
-80,-81,-92,c2_s1
-77,-73,-80,c2_s2
-77,-74,-81,c2_s2
-76,-73,-81,c2_s2
-76,-74,-81,c2_s2
-76,-74,-80,c2_s2
-77,-73,-80,c2_s2
-77,-73,-80,c2_s2
-77,-73,-81,c2_s2
-77,-74,-81,c2_s2
-76,-73,-80,c2_s2
-76,-74,-81,c2_s2
-77,-73,-81,c2_s2
-76,-73,-81,c2_s2
-76,-74,-80,c2_s2
-78,-73,-81,c2_s2
-77,-73,-80,c2_s2
-77,-73,-80,c2_s2
-77,-73,-81,c2_s2
-76,-74,-81,c2_s2
-76,-73,-82,c2_s2
-77,-73,-81,c2_s2
-79,-73,-82,c2_s2
-76,-74,-81,c2_s2
-80,-81,-83,c2_s2
-77,-74,-80,c2_s2
-77,-73,-81,c2_s2
-76,-73,-82,c2_s2
-76,-73,-81,c2_s2
-76,-73,-81,c2_s2
-77,-73,-81,c2_s2
-77,-73,-81,c2_s2
-77,-73,-81,c2_s2
-76,-73,-80,c2_s2
-77,-73,-80,c2_s2
-77,-73,-80,c2_s2
-80,-73,-80,c2_s2
-76,-73,-81,c2_s2
-77,-73,-81,c2_s2
-77,-73,-81,c2_s2
-76,-74,-81,c2_s2
-80,-74,-81,c2_s2
-76,-73,-80,c2_s2
-77,-73,-82,c2_s2
-77,-73,-80,c2_s2
-77,-73,-81,c2_s2
-82,-73,-82,c2_s2
-76,-73,-81,c2_s2
-78,-73,-80,c2_s2
-76,-73,-84,c2_s2
-76,-73,-81,c2_s2
-77,-73,-80,c2_s2
-76,-73,-81,c2_s2
-77,-73,-81,c2_s2
-76,-73,-80,c2_s2
-75,-73,-81,c2_s2
-78,-73,-80,c2_s2
-80,-73,-81,c2_s2
-79,-73,-80,c2_s2
-77,-73,-80,c2_s2
-77,-73,-80,c2_s2
-76,-74,-80,c2_s2
-77,-73,-80,c2_s2
-77,-73,-80,c2_s2
-76,-73,-80,c2_s2
-76,-73,-80,c2_s2
-76,-73,-81,c2_s2
-77,-73,-80,c2_s2
-77,-73,-80,c2_s2
-80,-73,-80,c2_s2
-80,-73,-80,c2_s2
-75,-73,-80,c2_s2
-81,-73,-80,c2_s2
-77,-73,-79,c2_s2
-77,-73,-81,c2_s2
-75,-73,-80,c2_s2
-77,-73,-80,c2_s2
-77,-73,-80,c2_s2
-76,-73,-79,c2_s2
-74,-73,-80,c2_s2
-74,-73,-79,c2_s2
-76,-73,-80,c2_s2
-76,-73,-80,c2_s2
-80,-72,-81,c2_s2
-80,-72,-80,c2_s2
-79,-72,-80,c2_s2
-81,-73,-79,c2_s2
-76,-75,-79,c2_s2
-78,-72,-79,c2_s2
-80,-73,-80,c2_s2
-77,-73,-78,c2_s2
-73,-73,-80,c2_s2
-75,-73,-80,c2_s2
-77,-73,-80,c2_s2
-77,-73,-79,c2_s2
-77,-73,-80,c2_s2
-77,-73,-80,c2_s2
-76,-72,-79,c2_s2
-76,-72,-80,c2_s2
-76,-72,-79,c2_s2
-75,-73,-79,c2_s2
-77,-68,-77,c2_s2
-77,-68,-78,c2_s2
-77,-68,-79,c2_s2
-76,-68,-77,c2_s2
-77,-67,-77,c2_s2
-76,-68,-78,c2_s2
-76,-68,-78,c2_s2
-77,-68,-77,c2_s2
-76,-67,-78,c2_s2
-76,-67,-78,c2_s2
-76,-68,-77,c2_s2
-76,-67,-77,c2_s2
-77,-68,-78,c2_s2
-77,-68,-78,c2_s2
-76,-68,-78,c2_s2
-77,-67,-77,c2_s2
-77,-67,-78,c2_s2
-77,-68,-77,c2_s2
-76,-68,-77,c2_s2
-76,-68,-77,c2_s2
-76,-68,-78,c2_s2
-76,-67,-78,c2_s2
-77,-67,-78,c2_s2
-77,-68,-77,c2_s2
-77,-68,-77,c2_s2
-76,-67,-78,c2_s2
-77,-67,-78,c2_s2
-76,-68,-78,c2_s2
-76,-68,-78,c2_s2
-77,-67,-77,c2_s2
-76,-68,-78,c2_s2
-77,-67,-77,c2_s2
-77,-67,-78,c2_s2
-76,-68,-78,c2_s2
-76,-68,-78,c2_s2
-77,-67,-77,c2_s2
-76,-68,-77,c2_s2
-77,-67,-77,c2_s2
-76,-68,-78,c2_s2
-76,-68,-78,c2_s2
-76,-68,-78,c2_s2
-76,-67,-78,c2_s2
-77,-68,-86,c2_s2
-76,-68,-77,c2_s2
-77,-68,-76,c2_s2
-76,-67,-78,c2_s2
-77,-67,-78,c2_s2
-76,-67,-78,c2_s2
-79,-68,-78,c2_s2
-79,-68,-77,c2_s2
-77,-68,-79,c2_s2
-76,-68,-78,c2_s2
-77,-68,-78,c2_s2
-77,-68,-78,c2_s2
-76,-68,-78,c2_s2
-76,-68,-78,c2_s2
-76,-68,-78,c2_s2
-79,-68,-78,c2_s2
-76,-68,-78,c2_s2
-76,-68,-77,c2_s2
-76,-67,-78,c2_s2
-76,-68,-77,c2_s2
-77,-68,-78,c2_s2
-76,-68,-78,c2_s2
-76,-68,-77,c2_s2
-79,-68,-80,c2_s2
-76,-68,-78,c2_s2
-76,-68,-77,c2_s2
-76,-67,-78,c2_s2
-76,-68,-78,c2_s2
-76,-67,-78,c2_s2
-77,-67,-78,c2_s2
-76,-68,-78,c2_s2
-76,-67,-77,c2_s2
-76,-67,-77,c2_s2
-75,-68,-77,c2_s2
-77,-68,-78,c2_s2
-77,-67,-78,c2_s2
-76,-67,-78,c2_s2
-77,-68,-77,c2_s2
-77,-68,-77,c2_s2
-76,-68,-78,c2_s2
-77,-68,-77,c2_s2
-76,-68,-77,c2_s2
-77,-67,-77,c2_s2
-76,-68,-78,c2_s2
-76,-68,-78,c2_s2
-76,-68,-78,c2_s2
-77,-68,-78,c2_s2
-76,-68,-77,c2_s2
-79,-68,-77,c2_s2
-76,-68,-78,c2_s2
-76,-68,-77,c2_s2
-77,-68,-78,c2_s2
-77,-67,-77,c2_s2
-76,-68,-78,c2_s2
-76,-68,-78,c2_s2
-77,-68,-78,c2_s2
-76,-68,-77,c2_s2
-76,-67,-78,c2_s2
-71,-82,-81,c2_s2
-71,-80,-80,c2_s2
-71,-83,-81,c2_s2
-71,-79,-81,c2_s2
-71,-82,-80,c2_s2
-71,-82,-80,c2_s2
-71,-81,-80,c2_s2
-71,-90,-80,c2_s2
-71,-82,-80,c2_s2
-71,-81,-81,c2_s2
-70,-82,-82,c2_s2
-71,-79,-80,c2_s2
-71,-80,-80,c2_s2
-71,-80,-81,c2_s2
-71,-82,-80,c2_s2
-71,-80,-80,c2_s2
-71,-80,-81,c2_s2
-71,-83,-81,c2_s2
-71,-82,-81,c2_s2
-71,-83,-81,c2_s2
-71,-80,-81,c2_s2
-71,-82,-81,c2_s2
-71,-79,-81,c2_s2
-70,-78,-80,c2_s2
-71,-80,-80,c2_s2
-70,-80,-81,c2_s2
-71,-82,-80,c2_s2
-71,-82,-81,c2_s2
-70,-82,-81,c2_s2
-70,-79,-81,c2_s2
-71,-96,-81,c2_s2
-71,-80,-81,c2_s2
-71,-83,-81,c2_s2
-71,-82,-80,c2_s2
-71,-78,-81,c2_s2
-71,-79,-81,c2_s2
-71,-80,-81,c2_s2
-71,-80,-80,c2_s2
-71,-82,-81,c2_s2
-71,-80,-81,c2_s2
-71,-80,-81,c2_s2
-70,-78,-81,c2_s2
-70,-82,-77,c2_s2
-70,-82,-82,c2_s2
-71,-82,-81,c2_s2
-71,-82,-80,c2_s2
-71,-80,-80,c2_s2
-71,-79,-82,c2_s2
-71,-82,-81,c2_s2
-70,-80,-81,c2_s2
-71,-82,-81,c2_s2
-71,-79,-81,c2_s2
-71,-82,-81,c2_s2
-71,-80,-80,c2_s2
-71,-82,-82,c2_s2
-71,-82,-81,c2_s2
-71,-79,-81,c2_s2
-71,-80,-81,c2_s2
-71,-82,-80,c2_s2
-71,-78,-81,c2_s2
-71,-80,-80,c2_s2
-71,-82,-80,c2_s2
-71,-79,-81,c2_s2
-70,-82,-81,c2_s2
-71,-82,-80,c2_s2
-71,-81,-80,c2_s2
-71,-79,-81,c2_s2
-71,-79,-81,c2_s2
-71,-81,-81,c2_s2
-71,-79,-81,c2_s2
-71,-82,-80,c2_s2
-70,-81,-81,c2_s2
-71,-79,-81,c2_s2
-71,-80,-80,c2_s2
-71,-81,-81,c2_s2
-71,-83,-80,c2_s2
-71,-82,-80,c2_s2
-71,-82,-81,c2_s2
-71,-79,-80,c2_s2
-71,-80,-80,c2_s2
-71,-82,-80,c2_s2
-71,-80,-80,c2_s2
-71,-82,-80,c2_s2
-71,-82,-81,c2_s2
-71,-80,-81,c2_s2
-71,-78,-80,c2_s2
-71,-84,-81,c2_s2
-71,-82,-80,c2_s2
-71,-81,-80,c2_s2
-71,-83,-81,c2_s2
-70,-82,-80,c2_s2
-71,-80,-81,c2_s2
-71,-82,-80,c2_s2
-71,-81,-80,c2_s2
-71,-83,-81,c2_s2
-71,-80,-80,c2_s2
-71,-81,-81,c2_s2
-71,-82,-80,c2_s2
-71,-82,-81,c2_s2
-71,-80,-80,c2_s2
-88,-75,-83,c2_s2
-89,-74,-83,c2_s2
-87,-75,-83,c2_s2
-90,-74,-82,c2_s2
-89,-74,-82,c2_s2
-87,-74,-83,c2_s2
-86,-74,-83,c2_s2
-87,-74,-83,c2_s2
-88,-75,-83,c2_s2
-88,-74,-83,c2_s2
-89,-75,-83,c2_s2
-90,-74,-84,c2_s2
-86,-75,-82,c2_s2
-88,-74,-83,c2_s2
-87,-75,-83,c2_s2
-89,-74,-82,c2_s2
-87,-74,-82,c2_s2
-86,-74,-84,c2_s2
-89,-74,-83,c2_s2
-88,-74,-82,c2_s2
-86,-74,-84,c2_s2
-87,-74,-82,c2_s2
-89,-74,-82,c2_s2
-89,-74,-82,c2_s2
-87,-74,-83,c2_s2
-88,-74,-82,c2_s2
-89,-74,-82,c2_s2
-89,-74,-82,c2_s2
-90,-74,-83,c2_s2
-88,-74,-83,c2_s2
-87,-74,-83,c2_s2
